geografia_sk,address_id,city,line1,postal_code,provincia_nombre,provincia_code
1629,2625,Rosario,Calle 3200,9840.0,Santa Fe,SF
1630,2626,La Plata,Calle 4824,5992.0,Buenos Aires,BA
1631,2627,Santa Fe,Calle 8333,1192.0,Santa Fe,SF
1632,2628,CABA,Calle 170,9314.0,Buenos Aires,BA
1633,2629,La Plata,Calle 3105,5216.0,Buenos Aires,BA
1634,2630,Mar del Plata,Calle 3428,7784.0,Buenos Aires,BA
1635,2631,La Plata,Calle 8160,3621.0,Buenos Aires,BA
1636,2632,Córdoba,Calle 6855,9892.0,Córdoba,CBA
1637,2633,Mar del Plata,Calle 2193,3583.0,Buenos Aires,BA
1638,2634,Córdoba,Calle 1169,1688.0,Córdoba,CBA
1639,2635,Villa Carlos Paz,Calle 9529,5003.0,Córdoba,CBA
1640,2636,Córdoba,Calle 6695,3947.0,Córdoba,CBA
1641,2637,CABA,Calle 5493,6564.0,Buenos Aires,BA
1642,2638,Mar del Plata,Calle 1753,1714.0,Buenos Aires,BA
1643,2639,Córdoba,Calle 2573,3896.0,Córdoba,CBA
1644,2640,CABA,Calle 1250,9378.0,Buenos Aires,BA
1645,2641,Río Cuarto,Calle 2518,9778.0,Córdoba,CBA
1646,2642,Godoy Cruz,Calle 139,9697.0,Mendoza,MZA
1647,2643,Mar del Plata,Calle 959,3188.0,Buenos Aires,BA
1648,2644,La Plata,Calle 2911,8245.0,Buenos Aires,BA
1649,2645,La Plata,Calle 8533,7581.0,Buenos Aires,BA
1650,2646,Godoy Cruz,Calle 5093,3118.0,Mendoza,MZA
1651,2647,CABA,Calle 1832,3372.0,Buenos Aires,BA
1652,2648,CABA,Calle 281,1745.0,Buenos Aires,BA
1653,2649,La Plata,Calle 8715,8956.0,Buenos Aires,BA
1654,2650,San Rafael,Calle 1834,3513.0,Mendoza,MZA
1655,2651,Río Cuarto,Calle 4550,3635.0,Córdoba,CBA
1656,2652,Córdoba,Calle 9004,8077.0,Córdoba,CBA
1657,2653,Mar del Plata,Calle 2755,1088.0,Buenos Aires,BA
1658,2654,San Rafael,Calle 2643,9912.0,Mendoza,MZA
1659,2655,CABA,Calle 64,6351.0,Buenos Aires,BA
1660,2656,Mar del Plata,Calle 3850,6820.0,Buenos Aires,BA
1661,2657,Villa Carlos Paz,Calle 2801,1977.0,Córdoba,CBA
1662,2658,Mar del Plata,Calle 7082,4998.0,Buenos Aires,BA
1663,2659,Mar del Plata,Calle 3389,4339.0,Buenos Aires,BA
1664,2660,Santa Fe,Calle 1365,9885.0,Santa Fe,SF
1665,2661,La Plata,Calle 1717,2780.0,Buenos Aires,BA
1666,2662,Mendoza,Calle 2541,4295.0,Mendoza,MZA
1667,2663,Córdoba,Calle 1625,6723.0,Córdoba,CBA
1668,2664,Mar del Plata,Calle 1038,1324.0,Buenos Aires,BA
1669,2665,Godoy Cruz,Calle 8078,7922.0,Mendoza,MZA
1670,2666,Rosario,Calle 103,5364.0,Santa Fe,SF
1671,2667,Rafaela,Calle 2088,7713.0,Santa Fe,SF
1672,2668,Mar del Plata,Calle 1814,9736.0,Buenos Aires,BA
1673,2669,La Plata,Calle 5734,1272.0,Buenos Aires,BA
1674,2670,Villa Carlos Paz,Calle 6040,3798.0,Córdoba,CBA
1675,2671,Córdoba,Calle 2267,6047.0,Córdoba,CBA
1676,2672,Córdoba,Calle 5627,8129.0,Córdoba,CBA
1677,2673,Rafaela,Calle 4881,8291.0,Santa Fe,SF
1678,2674,Córdoba,Calle 6751,2031.0,Córdoba,CBA
1679,2675,Villa Carlos Paz,Calle 7937,8492.0,Córdoba,CBA
1680,2676,Villa Carlos Paz,Calle 4177,7645.0,Córdoba,CBA
1681,2677,Mar del Plata,Calle 3171,2843.0,Buenos Aires,BA
1682,2678,La Plata,Calle 7510,4379.0,Buenos Aires,BA
1683,2679,Río Cuarto,Calle 8737,9744.0,Córdoba,CBA
1684,2680,La Plata,Calle 162,1162.0,Buenos Aires,BA
1685,2681,Mendoza,Calle 515,8515.0,Mendoza,MZA
1686,2682,La Plata,Calle 9059,9918.0,Buenos Aires,BA
1687,2683,La Plata,Calle 5875,1008.0,Buenos Aires,BA
1688,2684,Rafaela,Calle 9103,6404.0,Santa Fe,SF
1689,2685,Mar del Plata,Calle 9029,5291.0,Buenos Aires,BA
1690,2686,Villa Carlos Paz,Calle 3876,7071.0,Córdoba,CBA
1691,2687,CABA,Calle 753,7607.0,Buenos Aires,BA
1692,2688,Río Cuarto,Calle 5831,6856.0,Córdoba,CBA
1693,2689,Mar del Plata,Calle 4278,9869.0,Buenos Aires,BA
1694,2690,Mar del Plata,Calle 849,2938.0,Buenos Aires,BA
1695,2691,La Plata,Calle 573,8007.0,Buenos Aires,BA
1696,2692,Rosario,Calle 780,5964.0,Santa Fe,SF
1697,2693,Mar del Plata,Calle 709,6618.0,Buenos Aires,BA
1698,2694,Villa Carlos Paz,Calle 6132,7190.0,Córdoba,CBA
1699,2695,Rosario,Calle 1915,8826.0,Santa Fe,SF
1700,2696,La Plata,Calle 2921,1129.0,Buenos Aires,BA
1701,2697,Mar del Plata,Calle 4832,9174.0,Buenos Aires,BA
1702,2698,La Plata,Calle 4974,7100.0,Buenos Aires,BA
1703,2699,Villa Carlos Paz,Calle 2798,6120.0,Córdoba,CBA
1704,2700,CABA,Calle 2248,4574.0,Buenos Aires,BA
1705,2701,Mar del Plata,Calle 924,7461.0,Buenos Aires,BA
1706,2702,Córdoba,Calle 1114,3345.0,Córdoba,CBA
1707,2703,La Plata,Calle 4436,6677.0,Buenos Aires,BA
1708,2704,Mar del Plata,Calle 5264,3964.0,Buenos Aires,BA
1709,2705,La Plata,Calle 2293,7653.0,Buenos Aires,BA
1710,2706,Godoy Cruz,Calle 8016,8350.0,Mendoza,MZA
1711,2707,CABA,Calle 8669,6054.0,Buenos Aires,BA
1712,2708,La Plata,Calle 5035,6998.0,Buenos Aires,BA
1713,2709,CABA,Calle 4876,2837.0,Buenos Aires,BA
1714,2710,Mar del Plata,Calle 4920,4267.0,Buenos Aires,BA
1715,2711,Mar del Plata,Calle 3329,9000.0,Buenos Aires,BA
1716,2712,CABA,Calle 3199,7902.0,Buenos Aires,BA
1717,2713,Rosario,Calle 3294,7997.0,Santa Fe,SF
1718,2714,Mar del Plata,Calle 8765,6777.0,Buenos Aires,BA
1719,2715,La Plata,Calle 3217,4013.0,Buenos Aires,BA
1720,2716,Villa Carlos Paz,Calle 2975,7694.0,Córdoba,CBA
1721,2717,Rosario,Calle 5365,9386.0,Santa Fe,SF
1722,2718,Mar del Plata,Calle 1760,4080.0,Buenos Aires,BA
1723,2719,La Plata,Calle 8136,8253.0,Buenos Aires,BA
1724,2720,San Rafael,Calle 6513,4677.0,Mendoza,MZA
1725,2721,Rosario,Calle 9629,7161.0,Santa Fe,SF
1726,2722,La Plata,Calle 863,1605.0,Buenos Aires,BA
1727,2723,Mar del Plata,Calle 9079,1277.0,Buenos Aires,BA
1728,2724,San Rafael,Calle 5577,9852.0,Mendoza,MZA
1729,2725,Villa Carlos Paz,Calle 4711,7387.0,Córdoba,CBA
1730,2726,Río Cuarto,Calle 8466,7073.0,Córdoba,CBA
1731,2727,La Plata,Calle 8033,9518.0,Buenos Aires,BA
1732,2728,San Rafael,Calle 1822,3350.0,Mendoza,MZA
1733,2729,Mar del Plata,Calle 7582,3255.0,Buenos Aires,BA
1734,2730,CABA,Calle 9969,1235.0,Buenos Aires,BA
1735,2731,Rafaela,Calle 4903,5356.0,Santa Fe,SF
1736,2732,CABA,Calle 8571,2359.0,Buenos Aires,BA
1737,2733,Río Cuarto,Calle 487,8117.0,Córdoba,CBA
1738,2734,CABA,Calle 9472,9827.0,Buenos Aires,BA
1739,2735,La Plata,Calle 9445,2726.0,Buenos Aires,BA
1740,2736,CABA,Calle 6069,7929.0,Buenos Aires,BA
1741,2737,La Plata,Calle 1466,9267.0,Buenos Aires,BA
1742,2738,Rafaela,Calle 7614,4197.0,Santa Fe,SF
1743,2739,Córdoba,Calle 1992,2307.0,Córdoba,CBA
1744,2740,Mar del Plata,Calle 2059,3202.0,Buenos Aires,BA
1745,2741,CABA,Calle 6990,9701.0,Buenos Aires,BA
1746,2742,Rosario,Calle 8230,5643.0,Santa Fe,SF
1747,2743,CABA,Calle 4905,4384.0,Buenos Aires,BA
1748,2744,La Plata,Calle 8699,7587.0,Buenos Aires,BA
1749,2745,Mendoza,Calle 3556,5019.0,Mendoza,MZA
1750,2746,Mar del Plata,Calle 989,9921.0,Buenos Aires,BA
1751,2747,Godoy Cruz,Calle 1481,8378.0,Mendoza,MZA
1752,2748,La Plata,Calle 6322,4046.0,Buenos Aires,BA
1753,2749,CABA,Calle 1660,7437.0,Buenos Aires,BA
1754,2750,Río Cuarto,Calle 3932,8486.0,Córdoba,CBA
1755,2751,Rafaela,Calle 9741,7715.0,Santa Fe,SF
1756,2752,CABA,Calle 4834,7188.0,Buenos Aires,BA
1757,2753,Mar del Plata,Calle 6754,8566.0,Buenos Aires,BA
1758,2754,Córdoba,Calle 5485,7710.0,Córdoba,CBA
1759,2755,La Plata,Calle 2039,3217.0,Buenos Aires,BA
1760,2756,Mendoza,Calle 4327,4416.0,Mendoza,MZA
1761,2757,Mar del Plata,Calle 1679,5433.0,Buenos Aires,BA
1762,2758,Mar del Plata,Calle 3767,1354.0,Buenos Aires,BA
1763,2759,Córdoba,Calle 6855,1058.0,Córdoba,CBA
1764,2760,Mar del Plata,Calle 4559,5417.0,Buenos Aires,BA
1765,2761,Santa Fe,Calle 1834,9808.0,Santa Fe,SF
1766,2762,La Plata,Calle 2020,1348.0,Buenos Aires,BA
1767,2763,Rafaela,Calle 1964,1575.0,Santa Fe,SF
1768,2764,CABA,Calle 9678,9310.0,Buenos Aires,BA
1769,2765,La Plata,Calle 7262,9388.0,Buenos Aires,BA
1770,2766,Córdoba,Calle 6631,1228.0,Córdoba,CBA
1771,2767,Mar del Plata,Calle 139,6719.0,Buenos Aires,BA
1772,2768,Mar del Plata,Calle 6868,7486.0,Buenos Aires,BA
1773,2769,CABA,Calle 648,4811.0,Buenos Aires,BA
1774,2770,Río Cuarto,Calle 5835,1119.0,Córdoba,CBA
1775,2771,Rosario,Calle 323,5458.0,Santa Fe,SF
1776,2772,Córdoba,Calle 4436,1974.0,Córdoba,CBA
1777,2773,Villa Carlos Paz,Calle 1619,5539.0,Córdoba,CBA
1778,2774,Mendoza,Calle 9624,3474.0,Mendoza,MZA
1779,2775,San Rafael,Calle 6667,7114.0,Mendoza,MZA
1780,2776,Godoy Cruz,Calle 2362,5342.0,Mendoza,MZA
1781,2777,CABA,Calle 1768,1580.0,Buenos Aires,BA
1782,2778,Mar del Plata,Calle 7072,4524.0,Buenos Aires,BA
1783,2779,CABA,Calle 8949,1918.0,Buenos Aires,BA
1784,2780,Rosario,Calle 9742,7784.0,Santa Fe,SF
1785,2781,La Plata,Calle 3221,1163.0,Buenos Aires,BA
1786,2782,Mar del Plata,Calle 5129,9108.0,Buenos Aires,BA
1787,2783,Mar del Plata,Calle 202,8560.0,Buenos Aires,BA
1788,2784,CABA,Calle 7397,2788.0,Buenos Aires,BA
1789,2785,La Plata,Calle 9280,2238.0,Buenos Aires,BA
1790,2786,CABA,Calle 1966,5576.0,Buenos Aires,BA
1791,2787,Santa Fe,Calle 1818,8765.0,Santa Fe,SF
1792,2788,La Plata,Calle 4013,4695.0,Buenos Aires,BA
1793,2789,CABA,Calle 3010,7509.0,Buenos Aires,BA
1794,2790,CABA,Calle 3518,3325.0,Buenos Aires,BA
1795,2791,Villa Carlos Paz,Calle 7309,1370.0,Córdoba,CBA
1796,2792,Villa Carlos Paz,Calle 5786,3138.0,Córdoba,CBA
1797,2793,Mar del Plata,Calle 7629,3194.0,Buenos Aires,BA
1798,2794,San Rafael,Calle 5884,2834.0,Mendoza,MZA
1799,2795,CABA,Calle 1742,6237.0,Buenos Aires,BA
1800,2796,Córdoba,Calle 2798,5678.0,Córdoba,CBA
1801,2797,Santa Fe,Calle 7848,3079.0,Santa Fe,SF
1802,2798,CABA,Calle 159,6111.0,Buenos Aires,BA
1803,2799,Mar del Plata,Calle 3781,2794.0,Buenos Aires,BA
1804,2800,Mar del Plata,Calle 9294,5927.0,Buenos Aires,BA
1805,2801,Mar del Plata,Calle 8669,4233.0,Buenos Aires,BA
1806,2802,Godoy Cruz,Calle 8853,5430.0,Mendoza,MZA
1807,2803,Mendoza,Calle 8261,9647.0,Mendoza,MZA
1808,2804,La Plata,Calle 3072,3755.0,Buenos Aires,BA
1809,2805,Mendoza,Calle 8056,1238.0,Mendoza,MZA
1810,2806,Mendoza,Calle 3411,1337.0,Mendoza,MZA
1811,2807,La Plata,Calle 4075,8429.0,Buenos Aires,BA
1812,2808,Río Cuarto,Calle 80,2987.0,Córdoba,CBA
1813,2809,CABA,Calle 380,3494.0,Buenos Aires,BA
1814,2810,La Plata,Calle 3303,1732.0,Buenos Aires,BA
1815,2811,Mar del Plata,Calle 5519,9972.0,Buenos Aires,BA
1816,2812,La Plata,Calle 6366,1377.0,Buenos Aires,BA
1817,2813,CABA,Calle 4081,5002.0,Buenos Aires,BA
1818,2814,CABA,Calle 8576,7051.0,Buenos Aires,BA
1819,2815,CABA,Calle 9394,4098.0,Buenos Aires,BA
1820,2816,Rafaela,Calle 198,6307.0,Santa Fe,SF
1821,2817,La Plata,Calle 492,5102.0,Buenos Aires,BA
1822,2818,Río Cuarto,Calle 4479,3429.0,Córdoba,CBA
1823,2819,Mar del Plata,Calle 2261,3281.0,Buenos Aires,BA
1824,2820,San Rafael,Calle 8307,9410.0,Mendoza,MZA
1825,2821,Villa Carlos Paz,Calle 19,1551.0,Córdoba,CBA
1826,2822,CABA,Calle 8141,3227.0,Buenos Aires,BA
1827,2823,La Plata,Calle 3157,4641.0,Buenos Aires,BA
1828,2824,Mendoza,Calle 138,2551.0,Mendoza,MZA
1829,2825,San Rafael,Calle 5440,7859.0,Mendoza,MZA
1830,2826,Río Cuarto,Calle 5364,5699.0,Córdoba,CBA
1831,2827,CABA,Calle 997,4589.0,Buenos Aires,BA
1832,2828,La Plata,Calle 386,4969.0,Buenos Aires,BA
1833,2829,CABA,Calle 486,4285.0,Buenos Aires,BA
1834,2830,Río Cuarto,Calle 7000,3049.0,Córdoba,CBA
1835,2831,Villa Carlos Paz,Calle 8723,9155.0,Córdoba,CBA
1836,2832,La Plata,Calle 3677,7255.0,Buenos Aires,BA
1837,2833,Godoy Cruz,Calle 2912,4584.0,Mendoza,MZA
1838,2834,CABA,Calle 1755,4876.0,Buenos Aires,BA
1839,2835,Mar del Plata,Calle 3359,3439.0,Buenos Aires,BA
1840,2836,Mar del Plata,Calle 6912,9761.0,Buenos Aires,BA
1841,2837,La Plata,Calle 1664,8517.0,Buenos Aires,BA
1842,2838,CABA,Calle 8346,6752.0,Buenos Aires,BA
1843,2839,Mendoza,Calle 4523,7697.0,Mendoza,MZA
1844,2840,La Plata,Calle 4808,3615.0,Buenos Aires,BA
1845,2841,Villa Carlos Paz,Calle 247,9360.0,Córdoba,CBA
1846,2842,La Plata,Calle 4938,6131.0,Buenos Aires,BA
1847,2843,Santa Fe,Calle 879,7199.0,Santa Fe,SF
1848,2844,CABA,Calle 2471,5141.0,Buenos Aires,BA
1849,2845,La Plata,Calle 9419,5528.0,Buenos Aires,BA
1850,2846,Córdoba,Calle 2028,4204.0,Córdoba,CBA
1851,2847,Río Cuarto,Calle 2405,8029.0,Córdoba,CBA
1852,2848,La Plata,Calle 9614,2061.0,Buenos Aires,BA
1853,2849,Mar del Plata,Calle 6878,7638.0,Buenos Aires,BA
1854,2850,Rosario,Calle 5691,3977.0,Santa Fe,SF
1855,2851,La Plata,Calle 5096,2347.0,Buenos Aires,BA
1856,2852,CABA,Calle 1941,6094.0,Buenos Aires,BA
1857,2853,CABA,Calle 8138,1866.0,Buenos Aires,BA
1858,2854,CABA,Calle 3304,1810.0,Buenos Aires,BA
1859,2855,La Plata,Calle 532,8779.0,Buenos Aires,BA
1860,2856,Mar del Plata,Calle 8133,7798.0,Buenos Aires,BA
1861,2857,Rosario,Calle 6357,9312.0,Santa Fe,SF
1862,2858,Mar del Plata,Calle 4668,6974.0,Buenos Aires,BA
1863,2859,Córdoba,Calle 3376,6532.0,Córdoba,CBA
1864,2860,CABA,Calle 371,9562.0,Buenos Aires,BA
1865,2861,La Plata,Calle 9810,8666.0,Buenos Aires,BA
1866,2862,Mendoza,Calle 6992,8700.0,Mendoza,MZA
1867,2863,CABA,Calle 9761,5117.0,Buenos Aires,BA
1868,2864,CABA,Calle 8774,4714.0,Buenos Aires,BA
1869,2865,La Plata,Calle 9170,5698.0,Buenos Aires,BA
1870,2866,Mar del Plata,Calle 8996,9200.0,Buenos Aires,BA
1871,2867,Mar del Plata,Calle 4209,3211.0,Buenos Aires,BA
1872,2868,Rosario,Calle 2659,7298.0,Santa Fe,SF
1873,2869,Villa Carlos Paz,Calle 4253,1326.0,Córdoba,CBA
1874,2870,Rafaela,Calle 5842,5028.0,Santa Fe,SF
1875,2871,Córdoba,Calle 1466,7661.0,Córdoba,CBA
1876,2872,Santa Fe,Calle 1192,4564.0,Santa Fe,SF
1877,2873,Mar del Plata,Calle 8564,4471.0,Buenos Aires,BA
1878,2874,Córdoba,Calle 9469,9247.0,Córdoba,CBA
1879,2875,CABA,Calle 4939,2222.0,Buenos Aires,BA
1880,2876,CABA,Calle 768,2167.0,Buenos Aires,BA
1881,2877,La Plata,Calle 9013,7623.0,Buenos Aires,BA
1882,2878,Mar del Plata,Calle 5407,2531.0,Buenos Aires,BA
1883,2879,CABA,Calle 4525,3547.0,Buenos Aires,BA
1884,2880,Mar del Plata,Calle 6955,5043.0,Buenos Aires,BA
1885,2881,Mar del Plata,Calle 1822,8357.0,Buenos Aires,BA
1886,2882,CABA,Calle 2196,9155.0,Buenos Aires,BA
1887,2883,La Plata,Calle 4254,8567.0,Buenos Aires,BA
1888,2884,La Plata,Calle 310,8129.0,Buenos Aires,BA
1889,2885,Santa Fe,Calle 7579,6867.0,Santa Fe,SF
1890,2886,CABA,Calle 7548,3007.0,Buenos Aires,BA
1891,2887,La Plata,Calle 7876,8883.0,Buenos Aires,BA
1892,2888,La Plata,Calle 5211,4042.0,Buenos Aires,BA
1893,2889,CABA,Calle 4944,3966.0,Buenos Aires,BA
1894,2890,Mar del Plata,Calle 2831,9652.0,Buenos Aires,BA
1895,2891,Godoy Cruz,Calle 3047,1748.0,Mendoza,MZA
1896,2892,La Plata,Calle 2230,4389.0,Buenos Aires,BA
1897,2893,CABA,Calle 3384,8796.0,Buenos Aires,BA
1898,2894,Villa Carlos Paz,Calle 9892,9256.0,Córdoba,CBA
1899,2895,Villa Carlos Paz,Calle 495,4829.0,Córdoba,CBA
1900,2896,La Plata,Calle 6071,6682.0,Buenos Aires,BA
1901,2897,Río Cuarto,Calle 2373,2373.0,Córdoba,CBA
1902,2898,Villa Carlos Paz,Calle 7030,4143.0,Córdoba,CBA
1903,2899,CABA,Calle 7761,9188.0,Buenos Aires,BA
1904,2900,CABA,Calle 7149,4952.0,Buenos Aires,BA
1905,2901,CABA,Calle 7813,8461.0,Buenos Aires,BA
1906,2902,Mar del Plata,Calle 2885,8899.0,Buenos Aires,BA
1907,2903,CABA,Calle 7616,7978.0,Buenos Aires,BA
1908,2904,Mendoza,Calle 6930,3582.0,Mendoza,MZA
1909,2905,La Plata,Calle 4395,1530.0,Buenos Aires,BA
1910,2906,CABA,Calle 6961,3935.0,Buenos Aires,BA
1911,2907,CABA,Calle 6771,2567.0,Buenos Aires,BA
1912,2908,La Plata,Calle 4402,7919.0,Buenos Aires,BA
1913,2909,CABA,Calle 7383,2317.0,Buenos Aires,BA
1914,2910,Godoy Cruz,Calle 645,1539.0,Mendoza,MZA
1915,2911,Córdoba,Calle 3027,5158.0,Córdoba,CBA
1916,2912,CABA,Calle 1854,8267.0,Buenos Aires,BA
1917,2913,San Rafael,Calle 88,7515.0,Mendoza,MZA
1918,2914,CABA,Calle 5732,2781.0,Buenos Aires,BA
1919,2915,Córdoba,Calle 2085,9081.0,Córdoba,CBA
1920,2916,CABA,Calle 2623,4640.0,Buenos Aires,BA
1921,2917,Villa Carlos Paz,Calle 9228,8052.0,Córdoba,CBA
1922,2918,Mar del Plata,Calle 5426,5976.0,Buenos Aires,BA
1923,2919,San Rafael,Calle 8016,1383.0,Mendoza,MZA
1924,2920,Río Cuarto,Calle 8948,7859.0,Córdoba,CBA
1925,2921,Godoy Cruz,Calle 356,2692.0,Mendoza,MZA
1926,2922,Mendoza,Calle 9749,2273.0,Mendoza,MZA
1927,2923,Santa Fe,Calle 3903,5244.0,Santa Fe,SF
1928,2924,Córdoba,Calle 9582,6709.0,Córdoba,CBA
1929,2925,CABA,Calle 108,2101.0,Buenos Aires,BA
1930,2926,La Plata,Calle 5430,4706.0,Buenos Aires,BA
1931,2927,Mar del Plata,Calle 548,4410.0,Buenos Aires,BA
1932,2928,Rosario,Calle 3158,7457.0,Santa Fe,SF
1933,2929,Córdoba,Calle 119,9820.0,Córdoba,CBA
1934,2930,La Plata,Calle 4428,8279.0,Buenos Aires,BA
1935,2931,Santa Fe,Calle 5130,1924.0,Santa Fe,SF
1936,2932,La Plata,Calle 6578,8533.0,Buenos Aires,BA
1937,2933,Villa Carlos Paz,Calle 2623,3986.0,Córdoba,CBA
1938,2934,Río Cuarto,Calle 3329,3169.0,Córdoba,CBA
1939,2935,CABA,Calle 3754,4803.0,Buenos Aires,BA
1940,2936,La Plata,Calle 4491,9334.0,Buenos Aires,BA
1941,2937,CABA,Calle 2325,2973.0,Buenos Aires,BA
1942,2938,Rosario,Calle 434,9733.0,Santa Fe,SF
1943,2939,CABA,Calle 4432,2734.0,Buenos Aires,BA
1944,2940,CABA,Calle 5438,2541.0,Buenos Aires,BA
1945,2941,CABA,Calle 1645,5907.0,Buenos Aires,BA
1946,2942,Córdoba,Calle 8478,3288.0,Córdoba,CBA
1947,2943,CABA,Calle 6134,3151.0,Buenos Aires,BA
1948,2944,San Rafael,Calle 8934,6264.0,Mendoza,MZA
1949,2945,Rafaela,Calle 2955,9892.0,Santa Fe,SF
1950,2946,La Plata,Calle 8073,4423.0,Buenos Aires,BA
1951,2947,Rafaela,Calle 9660,2560.0,Santa Fe,SF
1952,2948,Rosario,Calle 2719,8099.0,Santa Fe,SF
1953,2949,Mar del Plata,Calle 5465,9639.0,Buenos Aires,BA
1954,2950,Mar del Plata,Calle 8872,8828.0,Buenos Aires,BA
1955,2951,CABA,Calle 295,7519.0,Buenos Aires,BA
1956,2952,Mar del Plata,Calle 2758,6224.0,Buenos Aires,BA
1957,2953,Mar del Plata,Calle 6420,3828.0,Buenos Aires,BA
1958,2954,Rosario,Calle 1742,7647.0,Santa Fe,SF
1959,2955,Santa Fe,Calle 7328,4091.0,Santa Fe,SF
1960,2956,Rafaela,Calle 209,5025.0,Santa Fe,SF
1961,2957,Mar del Plata,Calle 9395,1220.0,Buenos Aires,BA
1962,2958,Mar del Plata,Calle 7265,7529.0,Buenos Aires,BA
1963,2959,La Plata,Calle 863,4181.0,Buenos Aires,BA
1964,2960,La Plata,Calle 645,2226.0,Buenos Aires,BA
1965,2961,Córdoba,Calle 9420,4289.0,Córdoba,CBA
1966,2962,Córdoba,Calle 2627,2422.0,Córdoba,CBA
1967,2963,CABA,Calle 767,8559.0,Buenos Aires,BA
1968,2964,Villa Carlos Paz,Calle 6554,7848.0,Córdoba,CBA
1969,2965,La Plata,Calle 2127,9613.0,Buenos Aires,BA
1970,2966,Mar del Plata,Calle 5335,4274.0,Buenos Aires,BA
1971,2967,La Plata,Calle 6974,2823.0,Buenos Aires,BA
1972,2968,Mendoza,Calle 6724,5638.0,Mendoza,MZA
1973,2969,Godoy Cruz,Calle 2249,7374.0,Mendoza,MZA
1974,2970,La Plata,Calle 1906,3927.0,Buenos Aires,BA
1975,2971,La Plata,Calle 8575,1518.0,Buenos Aires,BA
1976,2972,Rosario,Calle 4113,1737.0,Santa Fe,SF
1977,2973,Rosario,Calle 7756,9382.0,Santa Fe,SF
1978,2974,CABA,Calle 8101,3825.0,Buenos Aires,BA
1979,2975,Córdoba,Calle 2764,8295.0,Córdoba,CBA
1980,2976,La Plata,Calle 1275,5401.0,Buenos Aires,BA
1981,2977,La Plata,Calle 3218,8350.0,Buenos Aires,BA
1982,2978,La Plata,Calle 8783,7201.0,Buenos Aires,BA
1983,2979,Mar del Plata,Calle 680,3833.0,Buenos Aires,BA
1984,2980,Mar del Plata,Calle 4362,1052.0,Buenos Aires,BA
1985,2981,La Plata,Calle 5128,3857.0,Buenos Aires,BA
1986,2982,La Plata,Calle 3842,1532.0,Buenos Aires,BA
1987,2983,CABA,Calle 4291,5992.0,Buenos Aires,BA
1988,2984,Rafaela,Calle 6727,4639.0,Santa Fe,SF
1989,2985,Mar del Plata,Calle 4292,1839.0,Buenos Aires,BA
1990,2986,Córdoba,Calle 8884,7809.0,Córdoba,CBA
1991,2987,Santa Fe,Calle 2153,7621.0,Santa Fe,SF
1992,2988,Mendoza,Calle 6026,9510.0,Mendoza,MZA
1993,2989,Rafaela,Calle 9977,3443.0,Santa Fe,SF
1994,2990,Mar del Plata,Calle 2736,9470.0,Buenos Aires,BA
1995,2991,Mar del Plata,Calle 7446,1334.0,Buenos Aires,BA
1996,2992,Godoy Cruz,Calle 6749,1598.0,Mendoza,MZA
1997,2993,Villa Carlos Paz,Calle 4375,4461.0,Córdoba,CBA
1998,2994,Mar del Plata,Calle 7210,7628.0,Buenos Aires,BA
1999,2995,Córdoba,Calle 8979,7891.0,Córdoba,CBA
2000,2996,Santa Fe,Calle 9415,1264.0,Santa Fe,SF
2001,2997,Mar del Plata,Calle 8308,9231.0,Buenos Aires,BA
2002,2998,Córdoba,Calle 6345,4348.0,Córdoba,CBA
2003,2999,Córdoba,Calle 8439,7550.0,Córdoba,CBA
2004,3000,Villa Carlos Paz,Calle 5287,3261.0,Córdoba,CBA
2005,3001,Rafaela,Calle 7462,2273.0,Santa Fe,SF
2006,3002,Rafaela,Calle 7255,4374.0,Santa Fe,SF
2007,3003,Rosario,Calle 6590,8775.0,Santa Fe,SF
2008,3004,San Rafael,Calle 9525,9790.0,Mendoza,MZA
2009,3005,Mar del Plata,Calle 2522,4343.0,Buenos Aires,BA
2010,3006,La Plata,Calle 100,5299.0,Buenos Aires,BA
2011,3007,La Plata,Calle 2585,2427.0,Buenos Aires,BA
2012,3008,Godoy Cruz,Calle 9856,5624.0,Mendoza,MZA
2013,3009,Rafaela,Calle 6858,3943.0,Santa Fe,SF
2014,3010,Río Cuarto,Calle 7196,5234.0,Córdoba,CBA
2015,3011,La Plata,Calle 3802,5019.0,Buenos Aires,BA
2016,3012,Río Cuarto,Calle 1235,7787.0,Córdoba,CBA
2017,3013,CABA,Calle 6331,4633.0,Buenos Aires,BA
2018,3014,Mar del Plata,Calle 8646,7219.0,Buenos Aires,BA
2019,3015,Rafaela,Calle 2326,6383.0,Santa Fe,SF
2020,3016,La Plata,Calle 760,3557.0,Buenos Aires,BA
2021,3017,Córdoba,Calle 7312,9407.0,Córdoba,CBA
2022,3018,Mar del Plata,Calle 1075,3461.0,Buenos Aires,BA
2023,3019,La Plata,Calle 9016,5901.0,Buenos Aires,BA
2024,3020,CABA,Calle 316,4012.0,Buenos Aires,BA
2025,3021,Córdoba,Calle 1234,7930.0,Córdoba,CBA
2026,3022,Villa Carlos Paz,Calle 1806,7421.0,Córdoba,CBA
2027,3023,CABA,Calle 8690,2966.0,Buenos Aires,BA
2028,3024,CABA,Calle 6903,5597.0,Buenos Aires,BA
2029,3025,Mar del Plata,Calle 6251,5146.0,Buenos Aires,BA
2030,3026,San Rafael,Calle 7939,1179.0,Mendoza,MZA
